Student ID,Learner ID(s),Class ID,Class,School,UserID,Perm. Forms,Username,Student Name,Teachers,# Completed,% Completed,# Correct,Last run,Remote Endpoint,"Teaching Teamwork - Three Resistors Field Test SectionAssessments Completed",% Completed,1: Are you ready to start?,submitted
49557,60803,2688,ELEC-131-CS01F,Brookdale Community College,52458,none,n/a,N/A,John Ostar,1/1(1),100%,0/1,22.02.2017 21:32:42,https://learn.concord.org/dataservice/external_activity_data/3cf7dc2e-c473-4dbc-a1e8-006f8826b1eb,1,100%,Yes,yes
49567,60840,2688,ELEC-131-CS01F,Brookdale Community College,52468,none,n/a,N/A,John Ostar,1/1(1),100%,0/1,22.02.2017 21:39:59,https://learn.concord.org/dataservice/external_activity_data/a59cda77-3431-4898-91f7-30c9e43eb41a,1,100%,Yes,yes
49562,60829,2688,ELEC-131-CS01F,Brookdale Community College,52463,none,n/a,N/A,John Ostar,1/1(1),100%,0/1,22.02.2017 21:36:32,https://learn.concord.org/dataservice/external_activity_data/4cbf2d30-e43f-4d81-9b2e-2cf061cf5dcb,1,100%,Yes,yes
49549,60835,2688,ELEC-131-CS01F,Brookdale Community College,52450,none,n/a,N/A,John Ostar,1/1(1),100%,0/1,22.02.2017 21:38:01,https://learn.concord.org/dataservice/external_activity_data/9b2c253d-c9b7-4398-a4ed-284f94f91dc6,1,100%,Yes,yes
49555,60826,2688,ELEC-131-CS01F,Brookdale Community College,52456,none,n/a,N/A,John Ostar,1/1(1),100%,0/1,22.02.2017 21:36:32,https://learn.concord.org/dataservice/external_activity_data/d4c0b8cf-6d4b-4896-8e67-44d5c628a3fc,1,100%,Yes,yes
49559,60839,2688,ELEC-131-CS01F,Brookdale Community College,52460,none,n/a,N/A,John Ostar,1/1(1),100%,0/1,22.02.2017 21:40:20,https://learn.concord.org/dataservice/external_activity_data/f5d74891-3b82-469c-8c89-52db38f12f9b,1,100%,Yes,yes
49548,60830,2688,ELEC-131-CS01F,Brookdale Community College,52449,none,n/a,N/A,John Ostar,1/1(1),100%,0/1,22.02.2017 21:36:54,https://learn.concord.org/dataservice/external_activity_data/54f76f8a-9706-4810-99f7-8fe91af52303,1,100%,Yes,yes
49563,60838,2688,ELEC-131-CS01F,Brookdale Community College,52464,none,n/a,N/A,John Ostar,1/1(1),100%,0/1,22.02.2017 21:38:47,https://learn.concord.org/dataservice/external_activity_data/d1bfb8de-61d9-440b-8f4b-b9e2ab089bfc,1,100%,Yes,yes
49551,60837,2688,ELEC-131-CS01F,Brookdale Community College,52452,none,n/a,N/A,John Ostar,1/1(1),100%,0/1,22.02.2017 21:39:13,https://learn.concord.org/dataservice/external_activity_data/0e383327-e745-447e-9fcb-f26ba0895c49,1,100%,Yes,yes
49556,60812,2688,ELEC-131-CS01F,Brookdale Community College,52457,none,n/a,N/A,John Ostar,1/1(1),100%,0/1,22.02.2017 21:33:27,https://learn.concord.org/dataservice/external_activity_data/3634621d-9e78-4144-bc15-c84044db4ce5,1,100%,Yes,yes
49552,60800,2688,ELEC-131-CS01F,Brookdale Community College,52453,none,n/a,N/A,John Ostar,1/1(1),100%,0/1,22.02.2017 21:32:00,https://learn.concord.org/dataservice/external_activity_data/fbfa370e-4871-46ec-996e-0df47438e2ab,1,100%,Yes,yes
51486,63361,2690,ELEC-225_ENGI-242,Brookdale Community College,54464,none,n/a,N/A,John Ostar,,,,,,,,,
51492,63364,2690,ELEC-225_ENGI-242,Brookdale Community College,54470,none,n/a,N/A,John Ostar,,,,,,,,,
51496,63362,2690,ELEC-225_ENGI-242,Brookdale Community College,54474,none,n/a,N/A,John Ostar,,,,,,,,,
51480,63360,2690,ELEC-225_ENGI-242,Brookdale Community College,54458,none,n/a,N/A,John Ostar,,,,,,,,,
51491,63366,2690,ELEC-225_ENGI-242,Brookdale Community College,54469,none,n/a,N/A,John Ostar,,,,,,,,,
51477,63351,2690,ELEC-225_ENGI-242,Brookdale Community College,54455,none,n/a,N/A,John Ostar,,,,,,,,,
51488,63359,2690,ELEC-225_ENGI-242,Brookdale Community College,54466,none,n/a,N/A,John Ostar,,,,,,,,,
51481,63355,2690,ELEC-225_ENGI-242,Brookdale Community College,54459,none,n/a,N/A,John Ostar,,,,,,,,,
51494,63368,2690,ELEC-225_ENGI-242,Brookdale Community College,54472,none,n/a,N/A,John Ostar,,,,,,,,,
51495,63343,2690,ELEC-225_ENGI-242,Brookdale Community College,54473,none,n/a,N/A,John Ostar,,,,,,,,,
51493,63369,2690,ELEC-225_ENGI-242,Brookdale Community College,54471,none,n/a,N/A,John Ostar,,,,,,,,,
51476,63344,2690,ELEC-225_ENGI-242,Brookdale Community College,54454,none,n/a,N/A,John Ostar,,,,,,,,,
51490,63358,2690,ELEC-225_ENGI-242,Brookdale Community College,54468,none,n/a,N/A,John Ostar,,,,,,,,,
51487,63367,2690,ELEC-225_ENGI-242,Brookdale Community College,54465,none,n/a,N/A,John Ostar,,,,,,,,,
51483,63371,2690,ELEC-225_ENGI-242,Brookdale Community College,54461,none,n/a,N/A,John Ostar,,,,,,,,,
51479,63357,2690,ELEC-225_ENGI-242,Brookdale Community College,54457,none,n/a,N/A,John Ostar,,,,,,,,,
52211,64621,2689,ELEC-111,Brookdale Community College,55220,none,n/a,N/A,John Ostar,,,,,,,,,
52209,64622,2689,ELEC-111,Brookdale Community College,55218,none,n/a,N/A,John Ostar,,,,,,,,,
52215,64619,2689,ELEC-111,Brookdale Community College,55224,none,n/a,N/A,John Ostar,,,,,,,,,
52210,64620,2689,ELEC-111,Brookdale Community College,55219,none,n/a,N/A,John Ostar,,,,,,,,,
52208,64623,2689,ELEC-111,Brookdale Community College,55217,none,n/a,N/A,John Ostar,,,,,,,,,
52214,64624,2689,ELEC-111,Brookdale Community College,55223,none,n/a,N/A,John Ostar,,,,,,,,,
52213,64630,2689,ELEC-111,Brookdale Community College,55222,none,n/a,N/A,John Ostar,,,,,,,,,
52220,64626,2689,ELEC-111,Brookdale Community College,55229,none,n/a,N/A,John Ostar,,,,,,,,,
52216,64625,2689,ELEC-111,Brookdale Community College,55225,none,n/a,N/A,John Ostar,,,,,,,,,
51524,63536,2795,ELN131/PCI170,Central Carolina Community College,54504,none,n/a,N/A,Sandra Castonguay,,,,,,,,,
51595,63678,2795,ELN131/PCI170,Central Carolina Community College,54579,none,n/a,N/A,Sandra Castonguay,,,,,,,,,
51596,63674,2795,ELN131/PCI170,Central Carolina Community College,54580,none,n/a,N/A,Sandra Castonguay,,,,,,,,,
51529,63561,2795,ELN131/PCI170,Central Carolina Community College,54510,none,n/a,N/A,Sandra Castonguay,,,,,,,,,
51523,63477,2795,ELN131/PCI170,Central Carolina Community College,54503,none,n/a,N/A,Sandra Castonguay,,,,,,,,,
51598,63706,2795,ELN131/PCI170,Central Carolina Community College,54582,none,n/a,N/A,Sandra Castonguay,,,,,,,,,
51603,63728,2795,ELN131/PCI170,Central Carolina Community College,54587,none,n/a,N/A,Sandra Castonguay,,,,,,,,,
51599,63708,2795,ELN131/PCI170,Central Carolina Community College,54583,none,n/a,N/A,Sandra Castonguay,,,,,,,,,
51530,63495,2795,ELN131/PCI170,Central Carolina Community College,54511,none,n/a,N/A,Sandra Castonguay,,,,,,,,,
51521,63473,2795,ELN131/PCI170,Central Carolina Community College,54501,none,n/a,N/A,Sandra Castonguay,,,,,,,,,
51522,63475,2795,ELN131/PCI170,Central Carolina Community College,54502,none,n/a,N/A,Sandra Castonguay,,,,,,,,,
51597,63675,2795,ELN131/PCI170,Central Carolina Community College,54581,none,n/a,N/A,Sandra Castonguay,,,,,,,,,
54081,65900,2925,ELN131,Wake Technical Community College,57137,none,n/a,N/A,Connie Keen,,,,,,,,,
54091,65875,2925,ELN131,Wake Technical Community College,57147,none,n/a,N/A,Connie Keen,,,,,,,,,
54070,65876,2925,ELN131,Wake Technical Community College,57126,none,n/a,N/A,Connie Keen,,,,,,,,,
54078,65889,2925,ELN131,Wake Technical Community College,57134,none,n/a,N/A,Connie Keen,,,,,,,,,
54071,65868,2925,ELN131,Wake Technical Community College,57127,none,n/a,N/A,Connie Keen,,,,,,,,,
54116,65886,2925,ELN131,Wake Technical Community College,57172,none,n/a,N/A,Connie Keen,,,,,,,,,
54075,65895,2925,ELN131,Wake Technical Community College,57131,none,n/a,N/A,Connie Keen,,,,,,,,,
54073,65882,2925,ELN131,Wake Technical Community College,57129,none,n/a,N/A,Connie Keen,,,,,,,,,
54146,65907,2925,ELN131,Wake Technical Community College,57202,none,n/a,N/A,Connie Keen,,,,,,,,,
54082,65884,2925,ELN131,Wake Technical Community College,57138,none,n/a,N/A,Connie Keen,,,,,,,,,
54094,65890,2925,ELN131,Wake Technical Community College,57150,none,n/a,N/A,Connie Keen,,,,,,,,,
54087,65870,2925,ELN131,Wake Technical Community College,57143,none,n/a,N/A,Connie Keen,,,,,,,,,
54084,65898,2925,ELN131,Wake Technical Community College,57140,none,n/a,N/A,Connie Keen,,,,,,,,,
54085,65901,2925,ELN131,Wake Technical Community College,57141,none,n/a,N/A,Connie Keen,,,,,,,,,
54152,65930,2925,ELN131,Wake Technical Community College,57208,none,n/a,N/A,Connie Keen,,,,,,,,,
54074,65867,2925,ELN131,Wake Technical Community College,57130,none,n/a,N/A,Connie Keen,,,,,,,,,
54072,65887,2925,ELN131,Wake Technical Community College,57128,none,n/a,N/A,Connie Keen,,,,,,,,,
54079,65892,2925,ELN131,Wake Technical Community College,57135,none,n/a,N/A,Connie Keen,,,,,,,,,
54076,65891,2925,ELN131,Wake Technical Community College,57132,none,n/a,N/A,Connie Keen,,,,,,,,,
