session,username,application,activity,event,time,created_at,updated_at,event_value,switch,board,source,currentFlowing,dest,levelName,run_remote_id,run_remote_endpoint,activity_id,interactive_id,url,run_key,activity_name,multiple_choice_answer,interactive_url,page_id
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Remove wire,1490211587,0,0,,,0,"{""component""=>""led"", ""pin""=>{""index""=>1, ""name""=>""f""}, ""type""=>""pin"", ""board""=>2}",TRUE,"{""component""=>""pic"", ""pin""=>{""index""=>9, ""name""=>""RA1""}, ""type""=>""pin"", ""board""=>2}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Toggled Switch,1490211590,0,0,3,6,2,,TRUE,,pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Add wire,1490211593,0,0,,,0,"{""component""=>""led"", ""pin""=>{""index""=>0, ""name""=>""g""}, ""type""=>""pin"", ""board""=>2}",TRUE,"{""connector""=>""input"", ""hole""=>{""index""=>7, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>2}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Add wire,1490211595,0,0,,,0,"{""component""=>""led"", ""pin""=>{""index""=>1, ""name""=>""f""}, ""type""=>""pin"", ""board""=>2}",TRUE,"{""connector""=>""output"", ""hole""=>{""index""=>1, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>2}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Add wire,1490211603,0,0,,,0,"{""component""=>""led"", ""pin""=>{""index""=>2, ""name""=>""ca""}, ""type""=>""pin"", ""board""=>2}",TRUE,"{""component""=>""pic"", ""pin""=>{""index""=>9, ""name""=>""RA1""}, ""type""=>""pin"", ""board""=>2}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Add wire,1490211606,0,0,,,0,"{""component""=>""led"", ""pin""=>{""index""=>3, ""name""=>""a""}, ""type""=>""pin"", ""board""=>2}",TRUE,"{""component""=>""pic"", ""pin""=>{""index""=>9, ""name""=>""RA1""}, ""type""=>""pin"", ""board""=>2}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Add wire,1490211610,0,0,,,0,"{""component""=>""led"", ""pin""=>{""index""=>4, ""name""=>""b""}, ""type""=>""pin"", ""board""=>2}",TRUE,"{""component""=>""pic"", ""pin""=>{""index""=>10, ""name""=>""RA0""}, ""type""=>""pin"", ""board""=>2}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Remove wire,1490211614,0,0,,,0,"{""component""=>""led"", ""pin""=>{""index""=>0, ""name""=>""g""}, ""type""=>""pin"", ""board""=>2}",TRUE,"{""connector""=>""input"", ""hole""=>{""index""=>7, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>2}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Remove wire,1490211614,0,0,,,0,"{""component""=>""led"", ""pin""=>{""index""=>1, ""name""=>""f""}, ""type""=>""pin"", ""board""=>2}",TRUE,"{""connector""=>""output"", ""hole""=>{""index""=>1, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>2}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Remove wire,1490211614,0,0,,,0,"{""component""=>""led"", ""pin""=>{""index""=>3, ""name""=>""a""}, ""type""=>""pin"", ""board""=>2}",TRUE,"{""component""=>""pic"", ""pin""=>{""index""=>9, ""name""=>""RA1""}, ""type""=>""pin"", ""board""=>2}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
