session,username,application,activity,event,time,created_at,updated_at,event_value,dial_position,GoalR2,red_probe,levelName,circuit 1:sparks:DMM measurement:result,button,Voltage across R2: Measured,GoalR3,key,endRight,GoalR1,board,circuit 2:sparks:DMM measurement:red_probe,circuit 1:sparks:DMM measurement:red_probe,R,circuit 1:sparks:DMM measurement:dial_position,UID,circuit 3:sparks:DMM measurement,location,groupname,level,preCalculation,circuit 2:sparks:DMM measurement,value,V2,circuit 3:sparks:DMM measurement:black_probe,circuit 2:sparks:DMM measurement:result,postCalculation,V3,calculation,black_probe,circuit 2:sparks:DMM measurement:measurement,startRight,circuit 1:sparks:DMM measurement:black_probe,currentFlowing,Voltage across R2: Goal,startTop,V1,circuit 2:sparks:DMM measurement:dial_position,Voltage across R3: Measured,circuit 1:sparks:DMM measurement,circuit 3:sparks:DMM measurement:dial_position,position,Voltage across R1: Measured,Voltage across R1: Goal,R0,R1,via,circuit 2:sparks:DMM measurement:black_probe,endTop,r3,changed,result,circuit 3:sparks:DMM measurement:red_probe,circuit 3:sparks:DMM measurement:result,measurement,R2,r1,E,Voltage across R3: Goal,r2,color,circuit 1:sparks:DMM measurement:measurement,type,circuit 3:sparks:DMM measurement:measurement,R3,run_remote_id,run_remote_endpoint,activity_id,interactive_id,url,run_key,activity_name,multiple_choice_answer,interactive_url,page_id
187668beadc938d3abf22c147ecbdb7e,55219@learn.concord.org,LARA-log-poc,activity: 6833,answer saved,1488497457.811,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64620,https://learn.concord.org/dataservice/external_activity_data/7f4a6cc9-8dcc-4c51-9e44-127a45e7d848,6833,"",https://authoring.concord.org/activities/6833/pages/90699/8ad54e11-ab76-4529-8bdd-be5865fcb0dc,8ad54e11-ab76-4529-8bdd-be5865fcb0dc,Teaching Teamwork - Three Resistors Field Test,3380851,"",90699
7b0a67edb02a0a2d451f397d26cb83eb,55218@learn.concord.org,LARA-log-poc,activity: 6833,exit page,1488497458.5249999,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64622,https://learn.concord.org/dataservice/external_activity_data/e95ca801-5c3a-4929-b8c3-0908dc638368,6833,"",https://authoring.concord.org/activities/6833?externalId=64622&logging=true&returnUrl=https%3A%2F%2Flearn.concord.org%2Fdataservice%2Fexternal_activity_data%2Fe95ca801-5c3a-4929-b8c3-0908dc638368,42ddef85-47d2-4f86-bd7e-d678fa515913,Teaching Teamwork - Three Resistors Field Test,"","",""
187668beadc938d3abf22c147ecbdb7e,55219@learn.concord.org,LARA-log-poc,activity: 6833,submit answer,1488497458.779,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64620,https://learn.concord.org/dataservice/external_activity_data/7f4a6cc9-8dcc-4c51-9e44-127a45e7d848,6833,"",https://authoring.concord.org/activities/6833/pages/90699/8ad54e11-ab76-4529-8bdd-be5865fcb0dc,8ad54e11-ab76-4529-8bdd-be5865fcb0dc,Teaching Teamwork - Three Resistors Field Test,3380851,"",90699
187668beadc938d3abf22c147ecbdb7e,55219@learn.concord.org,LARA-log-poc,activity: 6833,focus out,1488497458.802999,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64620,https://learn.concord.org/dataservice/external_activity_data/7f4a6cc9-8dcc-4c51-9e44-127a45e7d848,6833,"",https://authoring.concord.org/activities/6833/pages/90699/8ad54e11-ab76-4529-8bdd-be5865fcb0dc,8ad54e11-ab76-4529-8bdd-be5865fcb0dc,Teaching Teamwork - Three Resistors Field Test,3380851,"",90699
3ccae1767889994ffe9fd643e87a6459,55220@learn.concord.org,LARA-log-poc,activity: 6833,exit page,1488497458.8609998,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64621,https://learn.concord.org/dataservice/external_activity_data/81cfd2fc-21a5-4ee2-b9c5-5eb9f7dbe9ee,6833,"",https://authoring.concord.org/activities/6833?externalId=64621&logging=true&returnUrl=https%3A%2F%2Flearn.concord.org%2Fdataservice%2Fexternal_activity_data%2F81cfd2fc-21a5-4ee2-b9c5-5eb9f7dbe9ee,41a8a0d3-6043-4142-81d8-8edd2c7de436,Teaching Teamwork - Three Resistors Field Test,"","",""
7b0a67edb02a0a2d451f397d26cb83eb,55218@learn.concord.org,LARA-log-poc,activity: 6833,open activity page,1488497458.954999,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64622,https://learn.concord.org/dataservice/external_activity_data/e95ca801-5c3a-4929-b8c3-0908dc638368,6833,"",https://authoring.concord.org/activities/6833/pages/90699/42ddef85-47d2-4f86-bd7e-d678fa515913,42ddef85-47d2-4f86-bd7e-d678fa515913,Teaching Teamwork - Three Resistors Field Test,"","",90699
3ccae1767889994ffe9fd643e87a6459,55220@learn.concord.org,LARA-log-poc,activity: 6833,open activity page,1488497459.121999,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64621,https://learn.concord.org/dataservice/external_activity_data/81cfd2fc-21a5-4ee2-b9c5-5eb9f7dbe9ee,6833,"",https://authoring.concord.org/activities/6833/pages/90699/41a8a0d3-6043-4142-81d8-8edd2c7de436,41a8a0d3-6043-4142-81d8-8edd2c7de436,Teaching Teamwork - Three Resistors Field Test,"","",90699
ee4f4cf504160f6cc2b75c0ad40c7e63,55224@learn.concord.org,LARA-log-poc,activity: 6833,focus in,1488497459.513,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64619,https://learn.concord.org/dataservice/external_activity_data/8e132619-c8a0-4342-9b22-a43e11657dbe,6833,"",https://authoring.concord.org/activities/6833/pages/90699/7c368ea9-4e74-454a-9097-12ea864ecc10,7c368ea9-4e74-454a-9097-12ea864ecc10,Teaching Teamwork - Three Resistors Field Test,3380850,"",90699
ee4f4cf504160f6cc2b75c0ad40c7e63,55224@learn.concord.org,LARA-log-poc,activity: 6833,answer saved,1488497459.875999,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64619,https://learn.concord.org/dataservice/external_activity_data/8e132619-c8a0-4342-9b22-a43e11657dbe,6833,"",https://authoring.concord.org/activities/6833/pages/90699/7c368ea9-4e74-454a-9097-12ea864ecc10,7c368ea9-4e74-454a-9097-12ea864ecc10,Teaching Teamwork - Three Resistors Field Test,3380850,"",90699
ee4f4cf504160f6cc2b75c0ad40c7e63,55224@learn.concord.org,LARA-log-poc,activity: 6833,submit answer,1488497462.203999,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64619,https://learn.concord.org/dataservice/external_activity_data/8e132619-c8a0-4342-9b22-a43e11657dbe,6833,"",https://authoring.concord.org/activities/6833/pages/90699/7c368ea9-4e74-454a-9097-12ea864ecc10,7c368ea9-4e74-454a-9097-12ea864ecc10,Teaching Teamwork - Three Resistors Field Test,3380850,"",90699
ee4f4cf504160f6cc2b75c0ad40c7e63,55224@learn.concord.org,LARA-log-poc,activity: 6833,focus out,1488497462.23,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64619,https://learn.concord.org/dataservice/external_activity_data/8e132619-c8a0-4342-9b22-a43e11657dbe,6833,"",https://authoring.concord.org/activities/6833/pages/90699/7c368ea9-4e74-454a-9097-12ea864ecc10,7c368ea9-4e74-454a-9097-12ea864ecc10,Teaching Teamwork - Three Resistors Field Test,3380850,"",90699
3ccae1767889994ffe9fd643e87a6459,55220@learn.concord.org,LARA-log-poc,activity: 6833,focus in,1488497462.440999,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64621,https://learn.concord.org/dataservice/external_activity_data/81cfd2fc-21a5-4ee2-b9c5-5eb9f7dbe9ee,6833,"",https://authoring.concord.org/activities/6833/pages/90699/41a8a0d3-6043-4142-81d8-8edd2c7de436,41a8a0d3-6043-4142-81d8-8edd2c7de436,Teaching Teamwork - Three Resistors Field Test,3380853,"",90699
3ccae1767889994ffe9fd643e87a6459,55220@learn.concord.org,LARA-log-poc,activity: 6833,answer saved,1488497462.8699992,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64621,https://learn.concord.org/dataservice/external_activity_data/81cfd2fc-21a5-4ee2-b9c5-5eb9f7dbe9ee,6833,"",https://authoring.concord.org/activities/6833/pages/90699/41a8a0d3-6043-4142-81d8-8edd2c7de436,41a8a0d3-6043-4142-81d8-8edd2c7de436,Teaching Teamwork - Three Resistors Field Test,3380853,"",90699
3ccae1767889994ffe9fd643e87a6459,55220@learn.concord.org,LARA-log-poc,activity: 6833,submit answer,1488497463.523,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64621,https://learn.concord.org/dataservice/external_activity_data/81cfd2fc-21a5-4ee2-b9c5-5eb9f7dbe9ee,6833,"",https://authoring.concord.org/activities/6833/pages/90699/41a8a0d3-6043-4142-81d8-8edd2c7de436,41a8a0d3-6043-4142-81d8-8edd2c7de436,Teaching Teamwork - Three Resistors Field Test,3380853,"",90699
3ccae1767889994ffe9fd643e87a6459,55220@learn.concord.org,LARA-log-poc,activity: 6833,focus out,1488497463.552,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64621,https://learn.concord.org/dataservice/external_activity_data/81cfd2fc-21a5-4ee2-b9c5-5eb9f7dbe9ee,6833,"",https://authoring.concord.org/activities/6833/pages/90699/41a8a0d3-6043-4142-81d8-8edd2c7de436,41a8a0d3-6043-4142-81d8-8edd2c7de436,Teaching Teamwork - Three Resistors Field Test,3380853,"",90699
ee4f4cf504160f6cc2b75c0ad40c7e63,55224@learn.concord.org,LARA-log-poc,activity: 6833,exit page,1488497467.052999,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64619,https://learn.concord.org/dataservice/external_activity_data/8e132619-c8a0-4342-9b22-a43e11657dbe,6833,"",https://authoring.concord.org/activities/6833/pages/90699/7c368ea9-4e74-454a-9097-12ea864ecc10,7c368ea9-4e74-454a-9097-12ea864ecc10,Teaching Teamwork - Three Resistors Field Test,"","",90699
ee4f4cf504160f6cc2b75c0ad40c7e63,55224@learn.concord.org,LARA-log-poc,activity: 6833,open activity page,1488497467.374,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64619,https://learn.concord.org/dataservice/external_activity_data/8e132619-c8a0-4342-9b22-a43e11657dbe,6833,"",https://authoring.concord.org/activities/6833/pages/90700/7c368ea9-4e74-454a-9097-12ea864ecc10,7c368ea9-4e74-454a-9097-12ea864ecc10,Teaching Teamwork - Three Resistors Field Test,"","",90700
7b0a67edb02a0a2d451f397d26cb83eb,55218@learn.concord.org,LARA-log-poc,activity: 6833,focus in,1488497469.601999,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64622,https://learn.concord.org/dataservice/external_activity_data/e95ca801-5c3a-4929-b8c3-0908dc638368,6833,"",https://authoring.concord.org/activities/6833/pages/90699/42ddef85-47d2-4f86-bd7e-d678fa515913,42ddef85-47d2-4f86-bd7e-d678fa515913,Teaching Teamwork - Three Resistors Field Test,3380852,"",90699
7b0a67edb02a0a2d451f397d26cb83eb,55218@learn.concord.org,LARA-log-poc,activity: 6833,answer saved,1488497469.974999,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64622,https://learn.concord.org/dataservice/external_activity_data/e95ca801-5c3a-4929-b8c3-0908dc638368,6833,"",https://authoring.concord.org/activities/6833/pages/90699/42ddef85-47d2-4f86-bd7e-d678fa515913,42ddef85-47d2-4f86-bd7e-d678fa515913,Teaching Teamwork - Three Resistors Field Test,3380852,"",90699
3ccae1767889994ffe9fd643e87a6459,55220@learn.concord.org,LARA-log-poc,activity: 6833,exit page,1488497470.2369988,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64621,https://learn.concord.org/dataservice/external_activity_data/81cfd2fc-21a5-4ee2-b9c5-5eb9f7dbe9ee,6833,"",https://authoring.concord.org/activities/6833/pages/90699/41a8a0d3-6043-4142-81d8-8edd2c7de436,41a8a0d3-6043-4142-81d8-8edd2c7de436,Teaching Teamwork - Three Resistors Field Test,"","",90699
3ccae1767889994ffe9fd643e87a6459,55220@learn.concord.org,LARA-log-poc,activity: 6833,open activity page,1488497470.604,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64621,https://learn.concord.org/dataservice/external_activity_data/81cfd2fc-21a5-4ee2-b9c5-5eb9f7dbe9ee,6833,"",https://authoring.concord.org/activities/6833/pages/90700/41a8a0d3-6043-4142-81d8-8edd2c7de436,41a8a0d3-6043-4142-81d8-8edd2c7de436,Teaching Teamwork - Three Resistors Field Test,"","",90700
7b0a67edb02a0a2d451f397d26cb83eb,55218@learn.concord.org,LARA-log-poc,activity: 6833,submit answer,1488497471.006,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64622,https://learn.concord.org/dataservice/external_activity_data/e95ca801-5c3a-4929-b8c3-0908dc638368,6833,"",https://authoring.concord.org/activities/6833/pages/90699/42ddef85-47d2-4f86-bd7e-d678fa515913,42ddef85-47d2-4f86-bd7e-d678fa515913,Teaching Teamwork - Three Resistors Field Test,3380852,"",90699
7b0a67edb02a0a2d451f397d26cb83eb,55218@learn.concord.org,LARA-log-poc,activity: 6833,focus out,1488497471.032,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64622,https://learn.concord.org/dataservice/external_activity_data/e95ca801-5c3a-4929-b8c3-0908dc638368,6833,"",https://authoring.concord.org/activities/6833/pages/90699/42ddef85-47d2-4f86-bd7e-d678fa515913,42ddef85-47d2-4f86-bd7e-d678fa515913,Teaching Teamwork - Three Resistors Field Test,3380852,"",90699
7b0a67edb02a0a2d451f397d26cb83eb,55218@learn.concord.org,LARA-log-poc,activity: 6833,exit page,1488497473.668999,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64622,https://learn.concord.org/dataservice/external_activity_data/e95ca801-5c3a-4929-b8c3-0908dc638368,6833,"",https://authoring.concord.org/activities/6833/pages/90699/42ddef85-47d2-4f86-bd7e-d678fa515913,42ddef85-47d2-4f86-bd7e-d678fa515913,Teaching Teamwork - Three Resistors Field Test,"","",90699
7b0a67edb02a0a2d451f397d26cb83eb,55218@learn.concord.org,LARA-log-poc,activity: 6833,open activity page,1488497474.0419998,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64622,https://learn.concord.org/dataservice/external_activity_data/e95ca801-5c3a-4929-b8c3-0908dc638368,6833,"",https://authoring.concord.org/activities/6833/pages/90700/42ddef85-47d2-4f86-bd7e-d678fa515913,42ddef85-47d2-4f86-bd7e-d678fa515913,Teaching Teamwork - Three Resistors Field Test,"","",90700
7d1d7c739bd3b67f8e8b99de6ebafb9e,55223@learn.concord.org,LARA-log-poc,activity: 6833,open activity index,1488497506.8499992,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64624,https://learn.concord.org/dataservice/external_activity_data/35d2b613-4ae5-4dab-8f73-2ab1a44f536a,6833,"",https://authoring.concord.org/activities/6833?externalId=64624&logging=true&returnUrl=https%3A%2F%2Flearn.concord.org%2Fdataservice%2Fexternal_activity_data%2F35d2b613-4ae5-4dab-8f73-2ab1a44f536a,26d04261-034a-485f-a961-e692dfebc7fd,Teaching Teamwork - Three Resistors Field Test,"","",""
cac113e792247e469cb420343d089680,55225@learn.concord.org,LARA-log-poc,activity: 6833,open activity index,1488497507.848999,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64625,https://learn.concord.org/dataservice/external_activity_data/cab7386e-966c-4736-8249-0df294869115,6833,"",https://authoring.concord.org/activities/6833?externalId=64625&logging=true&returnUrl=https%3A%2F%2Flearn.concord.org%2Fdataservice%2Fexternal_activity_data%2Fcab7386e-966c-4736-8249-0df294869115,0b4e5dad-4750-405e-95d7-3d064a45781e,Teaching Teamwork - Three Resistors Field Test,"","",""
7b0a67edb02a0a2d451f397d26cb83eb,55218@learn.concord.org,LARA-log-poc,activity: 6833,exit page,1488497518.18,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64622,https://learn.concord.org/dataservice/external_activity_data/e95ca801-5c3a-4929-b8c3-0908dc638368,6833,"",https://authoring.concord.org/activities/6833/pages/90700/42ddef85-47d2-4f86-bd7e-d678fa515913,42ddef85-47d2-4f86-bd7e-d678fa515913,Teaching Teamwork - Three Resistors Field Test,"","",90700
7b0a67edb02a0a2d451f397d26cb83eb,55218@learn.concord.org,LARA-log-poc,activity: 6833,open activity page,1488497518.463999,0.0,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64622,https://learn.concord.org/dataservice/external_activity_data/e95ca801-5c3a-4929-b8c3-0908dc638368,6833,"",https://authoring.concord.org/activities/6833/pages/90701/42ddef85-47d2-4f86-bd7e-d678fa515913,42ddef85-47d2-4f86-bd7e-d678fa515913,Teaching Teamwork - Three Resistors Field Test,"","",90701
